# {"t_start": 1562302087.3181984, "env_id": "ReacherBL-v2"} 
r,l,t
-15.578708,50,614.238354
-6.570565,50,615.05495
-14.816395,50,615.879119
-14.970677,50,616.688746
-10.101713,50,617.616935
-16.321285,50,618.437125
-15.53631,50,619.242595
-11.255328,50,620.053491
-11.050008,50,620.857288
-8.521613,50,621.641343
-13.51218,50,622.444485
-8.710301,50,623.248682
-2.719772,50,624.075662
-5.954392,50,624.874357
-15.503902,50,625.673092
-13.20697,50,626.486561
-19.009346,50,627.277546
-13.57082,50,628.148454
-11.014864,50,628.976166
-18.600536,50,629.798862
-17.518667,50,630.628935
-13.278411,50,631.430448
-7.294432,50,632.227015
-17.841931,50,633.051515
-13.100748,50,633.998099
-5.552466,50,634.825291
-15.798445,50,635.638956
-20.861169,50,636.461064
-10.859775,50,637.314464
-23.511545,50,638.134305
-23.818558,50,638.93782
-6.990349,50,639.715336
-12.331287,50,640.487365
-27.787735,50,641.267959
-8.984782,50,642.051654
-7.777858,50,642.890099
-16.013411,50,643.700878
-31.563962,50,644.479431
-11.929079,50,645.270806
-8.283715,50,646.08983
-6.897708,50,646.848052
-12.494019,50,647.665074
-15.15828,50,648.493407
-9.115409,50,649.324765
-9.33583,50,650.30085
-7.912697,50,651.132177
-13.009479,50,651.931154
-15.012384,50,652.746672
-9.15037,50,653.548775
-7.477434,50,654.361703
-12.634611,50,655.180464
-11.761044,50,656.01142
-18.408523,50,656.829266
-12.407805,50,657.641653
-16.264841,50,658.470897
-23.271258,50,659.293044
-11.167317,50,660.032996
-15.629371,50,660.869879
-9.516691,50,661.681853
-18.21653,50,662.463495
-13.840403,50,663.266174
-14.422261,50,664.096678
-12.724161,50,664.875887
-12.499623,50,665.721405
-19.472278,50,666.645182
-9.377925,50,667.458784
-12.351723,50,668.265867
-8.174802,50,669.099664
-11.766093,50,669.937263
-18.762078,50,670.758475
-11.869528,50,671.573886
-7.337133,50,672.36831
-11.264482,50,673.165676
-14.219641,50,673.993548
-15.240858,50,674.800637
-10.791161,50,675.609771
-7.697648,50,676.411063
-16.663097,50,677.227408
-18.930168,50,678.02038
-14.617732,50,678.804256
-8.571167,50,679.583421
-12.100137,50,680.384944
-17.33935,50,681.197486
-13.360171,50,682.004992
-18.065948,50,682.919815
-11.165219,50,683.764999
-8.123201,50,684.581122
-9.398089,50,685.392958
-8.464354,50,686.203922
-9.851193,50,686.984173
-9.594601,50,687.757656
-11.368426,50,688.571517
-11.299957,50,689.344062
-12.267871,50,690.13482
-8.625115,50,690.952215
-11.594992,50,691.74823
-9.10291,50,692.562313
-13.639688,50,693.39013
-8.291215,50,694.203416
-11.231308,50,695.0338
-14.392157,50,695.849058
-9.551266,50,696.649726
-12.433067,50,697.458624
-16.971072,50,698.269331
-9.669538,50,699.203289
-12.075508,50,700.016022
-9.700215,50,700.80785
-14.501734,50,701.589064
-9.531076,50,702.408478
-17.95009,50,703.187543
-15.077734,50,704.002722
-11.769164,50,704.812648
-16.186887,50,705.557664
-11.427093,50,706.354678
-14.545554,50,707.144222
-8.062987,50,707.953681
-10.199493,50,708.773945
-8.808107,50,709.602203
-24.27996,50,710.403601
-14.021733,50,711.215919
-27.63715,50,712.066089
-11.664112,50,712.885376
-14.595016,50,713.714046
-16.926353,50,714.521082
-11.720204,50,715.435706
-8.47169,50,716.247532
-9.562307,50,717.050867
-13.471078,50,717.850573
-11.525603,50,718.685616
-11.426094,50,719.524891
-11.474755,50,720.343976
-6.906425,50,721.152339
-13.892661,50,721.964433
-19.725233,50,722.759808
-29.894999,50,723.564378
-10.554885,50,724.396406
-10.898503,50,725.174346
-17.557178,50,725.934647
-13.575099,50,726.745187
-15.454691,50,727.57891
-23.688999,50,728.417332
-22.27793,50,729.240165
-17.70577,50,730.047737
-19.611162,50,730.875441
-21.748052,50,731.840124
-9.752925,50,732.669045
-14.899517,50,733.472776
-13.462085,50,734.291666
-8.360139,50,735.099383
-14.53466,50,735.947966
-6.256479,50,736.750982
-21.454415,50,737.600383
-15.160189,50,738.416852
-11.92697,50,739.19918
-18.746784,50,739.99669
-12.733791,50,740.803905
-11.070197,50,741.533847
-16.881236,50,742.313803
-11.845412,50,743.118921
-19.711024,50,743.942847
-19.446501,50,744.711524
-12.645396,50,745.56172
-19.850053,50,746.382963
-19.495493,50,747.196823
-14.912372,50,748.17161
-11.376824,50,748.995389
-10.415439,50,749.801695
-12.334222,50,750.673547
-12.47117,50,751.466506
-17.321252,50,752.280936
-12.179174,50,753.103507
-6.800254,50,753.90848
-19.023641,50,754.775511
-13.745049,50,755.637663
-16.383912,50,756.468636
-11.307978,50,757.337603
-11.532181,50,758.175238
-7.659645,50,759.038238
-10.154296,50,759.889552
