# {"t_start": 1562341552.4766877, "env_id": "InvertedPendulumBL-v2"} 
r,violation,l,t
2.0,0,2,33.143146
2.0,0,2,33.147084
17.0,0,17,33.183086
8.0,0,8,33.200733
2.0,0,2,33.206477
90.0,14,90,33.38903
4.0,0,4,33.401589
2.0,0,2,33.406073
7.0,0,7,33.422292
2.0,0,2,33.428029
2.0,0,2,33.433962
2.0,0,2,33.438043
3.0,0,3,33.443592
3.0,0,3,33.449381
2.0,0,2,33.453358
2.0,0,2,33.457269
4.0,0,4,33.464279
3.0,0,3,33.471558
4.0,0,4,33.479161
5.0,0,5,33.489032
2.0,0,2,33.496736
8.0,0,8,33.511439
3.0,0,3,33.517949
2.0,0,2,33.52343
3.0,0,3,33.531036
3.0,0,3,33.537425
5.0,0,5,33.546884
2.0,0,2,33.551218
2.0,0,2,33.556532
5.0,0,5,33.567056
3.0,0,3,33.573147
3.0,0,3,33.578813
3.0,0,3,33.584659
31.0,0,31,33.646657
3.0,0,3,33.652699
4.0,0,4,33.660096
3.0,0,3,33.666073
2.0,0,2,33.671708
2.0,0,2,33.676907
3.0,0,3,33.68291
4.0,0,4,33.694592
3.0,0,3,33.703426
3.0,0,3,33.709547
3.0,0,3,33.716051
8.0,0,8,33.733342
2.0,0,2,33.73952
2.0,0,2,33.746046
3.0,0,3,33.751337
3.0,0,3,33.757553
3.0,0,3,33.763667
2.0,0,2,33.768058
7.0,0,7,33.780013
7.0,0,7,33.79396
2.0,0,2,33.801432
17.0,0,17,33.835112
75.0,4,75,34.458367
7.0,0,7,34.474523
2.0,0,2,34.479647
4.0,0,4,34.48913
2.0,0,2,34.493462
5.0,0,5,34.503029
3.0,0,3,34.50902
3.0,0,3,34.514454
8.0,0,8,34.528163
2.0,0,2,34.533293
2.0,0,2,34.539244
37.0,0,37,34.61749
5.0,0,5,34.62912
2.0,0,2,34.633759
2.0,0,2,34.637993
3.0,0,3,34.644932
2.0,0,2,34.651946
4.0,0,4,34.660988
3.0,0,3,34.668105
3.0,0,3,34.677384
2.0,0,2,34.68219
21.0,0,21,34.71947
11.0,0,11,34.73957
3.0,0,3,34.747573
9.0,0,9,34.767082
3.0,0,3,34.774654
4.0,0,4,34.782278
5.0,0,5,34.791712
6.0,0,6,34.802952
6.0,0,6,34.813289
3.0,0,3,34.821229
16.0,0,16,34.860075
71.0,0,71,35.000209
3.0,0,3,35.006693
3.0,0,3,35.012933
3.0,0,3,35.019404
8.0,0,8,35.041739
4.0,0,4,35.051795
3.0,0,3,35.059551
4.0,0,4,35.068832
3.0,0,3,35.075869
2.0,0,2,35.080896
3.0,0,3,35.088036
27.0,0,27,35.146837
3.0,0,3,35.153396
3.0,0,3,35.159669
3.0,0,3,35.167468
54.0,0,54,35.283226
3.0,0,3,35.298354
3.0,0,3,35.310989
4.0,0,4,35.32767
9.0,0,9,35.346253
12.0,0,12,35.361454
5.0,0,5,35.368342
2.0,0,2,35.371549
4.0,0,4,35.377188
3.0,0,3,35.381402
26.0,0,26,35.428687
3.0,0,3,35.434441
2.0,0,2,35.438419
3.0,0,3,35.444978
2.0,0,2,35.449589
2.0,0,2,35.454232
2.0,0,2,35.459512
3.0,0,3,35.465155
6.0,0,6,35.476115
3.0,0,3,35.482623
2.0,0,2,35.488772
3.0,0,3,35.498091
3.0,0,3,35.503791
3.0,0,3,35.509087
3.0,0,3,35.516695
3.0,0,3,35.52364
41.0,3,41,35.601375
2.0,0,2,35.608467
6.0,0,6,35.62179
2.0,0,2,35.626476
37.0,0,37,35.694219
14.0,0,14,35.73084
7.0,0,7,35.746511
2.0,0,2,35.750488
6.0,0,6,35.759786
3.0,0,3,35.765109
2.0,0,2,35.769514
4.0,0,4,35.777752
6.0,0,6,35.789679
3.0,0,3,35.800055
5.0,0,5,35.811267
12.0,0,12,35.832655
3.0,0,3,35.840612
50.0,0,50,35.93556
2.0,0,2,35.941158
3.0,0,3,35.946808
3.0,0,3,35.952628
6.0,0,6,35.963491
102.0,1,102,36.160681
21.0,0,21,36.200227
3.0,0,3,36.207358
3.0,0,3,36.212841
2.0,0,2,36.216799
2.0,0,2,36.223062
3.0,0,3,36.230285
4.0,0,4,36.240184
3.0,0,3,36.248015
2.0,0,2,36.252633
3.0,0,3,36.258693
43.0,0,43,36.334975
3.0,0,3,36.343315
3.0,0,3,36.350271
3.0,0,3,36.358417
3.0,0,3,36.3664
6.0,0,6,36.380371
3.0,0,3,36.386766
3.0,0,3,36.393279
3.0,0,3,36.399589
11.0,0,11,36.427706
3.0,0,3,36.434927
2.0,0,2,36.44081
3.0,0,3,36.448867
3.0,0,3,36.456536
3.0,0,3,36.463595
10.0,0,10,36.484501
3.0,0,3,36.493794
2.0,0,2,36.500507
20.0,0,20,37.097219
2.0,0,2,37.101408
2.0,0,2,37.105356
2.0,0,2,37.112626
3.0,0,3,37.121497
7.0,0,7,37.138584
2.0,0,2,37.144823
4.0,0,4,37.154126
2.0,0,2,37.159216
3.0,0,3,37.166848
11.0,0,11,37.190823
8.0,0,8,37.209178
52.0,0,52,37.310564
3.0,0,3,37.317557
3.0,0,3,37.324558
120.0,2,120,37.595114
3.0,0,3,37.604556
3.0,0,3,37.614097
3.0,0,3,37.621954
8.0,0,8,37.638706
16.0,0,16,37.673474
5.0,0,5,37.686677
3.0,0,3,37.695722
2.0,0,2,37.70023
4.0,0,4,37.708236
2.0,0,2,37.713185
3.0,0,3,37.720362
33.0,0,33,37.795336
6.0,0,6,37.810503
3.0,0,3,37.817908
2.0,0,2,37.822646
9.0,0,9,37.841372
3.0,0,3,37.849291
3.0,0,3,37.8581
3.0,0,3,37.865347
3.0,0,3,37.872491
3.0,0,3,37.879596
4.0,0,4,37.888644
6.0,0,6,37.900052
2.0,0,2,37.905124
3.0,0,3,37.914041
3.0,0,3,37.924548
24.0,0,24,37.983048
68.0,0,68,38.134023
2.0,0,2,38.140958
267.0,4,267,38.746561
3.0,0,3,38.754686
3.0,0,3,38.764236
17.0,0,17,38.801716
3.0,0,3,38.808132
8.0,0,8,38.826511
16.0,0,16,38.862049
13.0,0,13,38.889532
3.0,0,3,38.89692
2.0,0,2,38.903458
2.0,0,2,38.910135
5.0,0,5,38.921714
2.0,0,2,38.927359
6.0,0,6,38.94032
5.0,0,5,38.953373
7.0,0,7,38.970788
3.0,0,3,38.978969
6.0,0,6,38.991717
3.0,0,3,39.000349
2.0,0,2,39.005379
3.0,0,3,39.012093
57.0,3,57,39.132298
119.0,9,119,39.942617
3.0,0,3,39.949755
8.0,0,8,39.967605
3.0,0,3,39.974331
3.0,0,3,39.982723
3.0,0,3,39.991194
2.0,0,2,39.996643
7.0,0,7,40.01289
3.0,0,3,40.01949
3.0,0,3,40.026536
3.0,0,3,40.033053
3.0,0,3,40.039541
6.0,0,6,40.055028
3.0,0,3,40.063244
84.0,3,84,40.250119
8.0,0,8,40.265193
3.0,0,3,40.271686
18.0,0,18,40.311141
3.0,0,3,40.321797
3.0,0,3,40.341679
5.0,0,5,40.36799
2.0,0,2,40.378117
3.0,0,3,40.391186
3.0,0,3,40.399668
2.0,0,2,40.404495
3.0,0,3,40.410717
3.0,0,3,40.424603
3.0,0,3,40.437512
32.0,0,32,40.516577
36.0,0,36,40.595432
3.0,0,3,40.609483
3.0,0,3,40.616325
3.0,0,3,40.623431
3.0,0,3,40.63018
52.0,3,52,40.753338
53.0,0,53,40.90287
14.0,0,14,40.936729
60.0,0,60,41.052828
94.0,0,94,41.203953
2.0,0,2,41.20794
4.0,0,4,41.218174
5.0,0,5,41.232562
3.0,0,3,41.240018
5.0,0,5,41.248302
9.0,0,9,41.266398
3.0,0,3,41.272147
3.0,0,3,41.278994
5.0,0,5,41.290272
3.0,0,3,41.295666
9.0,0,9,41.308571
4.0,0,4,41.314878
2.0,0,2,41.31825
3.0,0,3,41.323317
2.0,0,2,41.328908
2.0,0,2,41.336402
3.0,0,3,41.342703
3.0,0,3,41.348789
5.0,0,5,41.360605
2.0,0,2,41.364792
5.0,0,5,41.37288
3.0,0,3,41.37803
64.0,0,64,41.494308
5.0,0,5,41.502602
6.0,0,6,41.513804
2.0,0,2,41.518321
2.0,0,2,41.522952
2.0,0,2,41.527719
4.0,0,4,41.542442
2.0,0,2,41.54615
3.0,0,3,41.55096
6.0,0,6,41.565918
3.0,0,3,41.5718
10.0,0,10,41.589016
8.0,0,8,41.601646
40.0,0,40,41.674273
91.0,6,91,41.835139
3.0,0,3,41.840662
2.0,0,2,41.844521
5.0,0,5,41.855584
3.0,0,3,41.864771
3.0,0,3,41.871155
3.0,0,3,41.876913
2.0,0,2,41.883113
3.0,0,3,41.88869
3.0,0,3,41.893254
27.0,0,27,41.936321
55.0,3,55,42.578867
25.0,0,25,42.629356
104.0,3,104,42.820093
5.0,0,5,42.832158
44.0,3,44,42.91199
3.0,0,3,42.919019
72.0,4,72,43.055129
3.0,0,3,43.063241
3.0,0,3,43.069768
2.0,0,2,43.072914
2.0,0,2,43.076015
3.0,0,3,43.080409
3.0,0,3,43.085081
8.0,0,8,43.099634
3.0,0,3,43.110964
63.0,5,63,43.226719
43.0,2,43,43.305983
2.0,0,2,43.310886
4.0,0,4,43.319191
3.0,0,3,43.32854
5.0,0,5,43.339502
3.0,0,3,43.345941
2.0,0,2,43.350661
2.0,0,2,43.357368
45.0,0,45,43.44242
3.0,0,3,43.451642
9.0,0,9,43.47118
2.0,0,2,43.47605
3.0,0,3,43.484046
7.0,0,7,43.49971
61.0,0,61,43.622084
43.0,2,43,43.706568
3.0,0,3,43.713189
4.0,0,4,43.721074
11.0,0,11,43.741087
3.0,0,3,43.753436
2.0,0,2,43.759446
3.0,0,3,43.767891
3.0,0,3,43.776004
3.0,0,3,43.783427
3.0,0,3,43.790136
67.0,3,67,43.919964
2.0,0,2,43.924727
3.0,0,3,43.930969
43.0,0,43,44.020259
3.0,0,3,44.026048
4.0,0,4,44.033515
3.0,0,3,44.039327
3.0,0,3,44.045242
2.0,0,2,44.049568
3.0,0,3,44.056686
3.0,0,3,44.068923
3.0,0,3,44.075898
3.0,0,3,44.082981
3.0,0,3,44.090455
3.0,0,3,44.097807
7.0,0,7,44.111001
7.0,0,7,44.12345
3.0,0,3,44.131762
2.0,0,2,44.136616
2.0,0,2,44.141069
5.0,0,5,44.149922
3.0,0,3,44.155921
11.0,0,11,44.181619
5.0,0,5,44.19261
39.0,2,39,44.275165
7.0,0,7,44.290829
3.0,0,3,44.297991
2.0,0,2,44.302681
2.0,0,2,44.307498
25.0,0,25,44.364975
3.0,0,3,44.372486
2.0,0,2,44.377499
2.0,0,2,44.382978
3.0,0,3,44.390387
52.0,2,52,44.535876
2.0,0,2,44.540494
35.0,0,35,44.624066
3.0,0,3,44.62892
6.0,0,6,45.192393
3.0,0,3,45.197956
5.0,0,5,45.210712
5.0,0,5,45.223393
3.0,0,3,45.22989
3.0,0,3,45.236905
6.0,0,6,45.24841
2.0,0,2,45.2523
38.0,4,38,45.314914
3.0,0,3,45.321567
3.0,0,3,45.328055
3.0,0,3,45.335194
4.0,0,4,45.344989
32.0,2,32,45.399606
35.0,0,35,45.473833
3.0,0,3,45.48086
6.0,0,6,45.493409
3.0,0,3,45.500555
5.0,0,5,45.512489
5.0,0,5,45.524971
3.0,0,3,45.534055
11.0,0,11,45.559641
3.0,0,3,45.565594
26.0,0,26,45.616327
3.0,0,3,45.626683
3.0,0,3,45.633198
2.0,0,2,45.637767
24.0,0,24,45.681544
5.0,0,5,45.690485
2.0,0,2,45.694201
14.0,0,14,45.722155
4.0,0,4,45.736654
4.0,0,4,45.745331
7.0,0,7,45.759596
2.0,0,2,45.763599
2.0,0,2,45.767661
7.0,0,7,45.782724
8.0,0,8,45.799781
2.0,0,2,45.805465
81.0,0,81,45.965775
17.0,0,17,45.997017
3.0,0,3,46.002962
296.0,0,296,46.600118
15.0,0,15,46.63348
2.0,0,2,46.639982
7.0,0,7,46.658245
35.0,0,35,46.732176
3.0,0,3,46.740015
9.0,0,9,46.761639
3.0,0,3,46.770096
2.0,0,2,46.775153
3.0,0,3,46.782442
3.0,0,3,46.790092
3.0,0,3,46.797033
2.0,0,2,46.802904
3.0,0,3,46.810767
62.0,0,62,46.934059
2.0,0,2,46.939231
3.0,0,3,46.946033
68.0,11,68,47.090657
23.0,0,23,47.139523
11.0,0,11,47.160133
6.0,0,6,47.175032
3.0,0,3,47.182423
3.0,0,3,47.189281
3.0,0,3,47.198012
3.0,0,3,47.205902
2.0,0,2,47.211004
3.0,0,3,47.217943
3.0,0,3,47.224779
5.0,0,5,47.235212
3.0,0,3,47.243102
3.0,0,3,47.251114
5.0,0,5,47.262847
3.0,0,3,47.801713
5.0,0,5,47.811646
14.0,0,14,47.837024
88.0,0,88,48.042551
3.0,0,3,48.049811
5.0,0,5,48.061755
19.0,0,19,48.100282
2.0,0,2,48.105966
3.0,0,3,48.112619
3.0,0,3,48.120082
22.0,0,22,48.165976
2.0,0,2,48.171564
2.0,0,2,48.177967
45.0,1,45,48.270338
3.0,0,3,48.276866
74.0,3,74,48.433847
44.0,0,44,48.529043
4.0,0,4,48.539789
2.0,0,2,48.545219
35.0,5,35,48.626647
2.0,0,2,48.632507
3.0,0,3,48.640018
11.0,0,11,48.66452
70.0,6,70,48.813812
54.0,2,54,48.929828
2.0,0,2,48.936951
2.0,0,2,48.942804
3.0,0,3,48.950409
3.0,0,3,48.959349
2.0,0,2,48.964979
5.0,0,5,48.979217
4.0,0,4,48.989415
8.0,0,8,49.007161
5.0,0,5,49.018236
6.0,0,6,49.033777
10.0,0,10,49.058477
4.0,0,4,49.068057
13.0,0,13,49.09384
2.0,0,2,49.099834
20.0,0,20,49.142181
3.0,0,3,49.150851
63.0,3,63,49.281597
7.0,0,7,49.296734
2.0,0,2,49.301966
3.0,0,3,49.309413
2.0,0,2,49.314567
2.0,0,2,49.319445
15.0,0,15,49.351231
22.0,0,22,49.400122
3.0,0,3,49.407407
3.0,0,3,49.415074
2.0,0,2,49.420172
3.0,0,3,49.426953
4.0,0,4,49.434525
3.0,0,3,49.443206
3.0,0,3,49.45054
3.0,0,3,49.458366
2.0,0,2,49.464165
3.0,0,3,49.472196
13.0,0,13,49.501654
4.0,0,4,49.510776
3.0,0,3,49.517861
2.0,0,2,49.52268
4.0,0,4,49.531907
3.0,0,3,49.540296
3.0,0,3,49.546792
2.0,0,2,49.552406
2.0,0,2,49.557474
2.0,0,2,49.562657
8.0,0,8,49.582341
4.0,0,4,49.593036
42.0,3,42,49.684673
3.0,0,3,49.693033
75.0,5,75,49.856712
52.0,2,52,49.9759
3.0,0,3,49.983472
36.0,0,36,50.683113
10.0,0,10,50.702831
2.0,0,2,50.706695
4.0,0,4,50.713343
2.0,0,2,50.718858
3.0,0,3,50.723854
3.0,0,3,50.729045
23.0,0,23,50.769513
3.0,0,3,50.779073
3.0,0,3,50.786424
3.0,0,3,50.791332
2.0,0,2,50.795574
2.0,0,2,50.800676
2.0,0,2,50.80448
7.0,0,7,50.825242
12.0,0,12,50.840688
38.0,0,38,50.89683
5.0,0,5,50.907074
3.0,0,3,50.913602
67.0,3,67,51.033368
3.0,0,3,51.040059
2.0,0,2,51.044129
4.0,0,4,51.051395
16.0,0,16,51.077001
3.0,0,3,51.083998
6.0,0,6,51.099045
2.0,0,2,51.104866
97.0,0,97,51.297368
3.0,0,3,51.304502
3.0,0,3,51.310972
3.0,0,3,51.317522
2.0,0,2,51.322597
12.0,0,12,51.35015
2.0,0,2,51.355461
2.0,0,2,51.359795
4.0,0,4,51.365912
101.0,7,101,51.53556
3.0,0,3,51.541051
23.0,0,23,51.585642
13.0,0,13,51.615996
2.0,0,2,51.621935
38.0,0,38,51.694709
2.0,0,2,51.698612
6.0,0,6,51.711556
3.0,0,3,51.718804
3.0,0,3,51.72505
14.0,0,14,51.749611
3.0,0,3,51.755913
3.0,0,3,51.763209
27.0,0,27,51.814464
2.0,0,2,51.819666
2.0,0,2,51.824526
4.0,0,4,51.834175
3.0,0,3,51.840839
19.0,0,19,51.87418
11.0,0,11,51.902487
3.0,0,3,51.909938
3.0,0,3,51.916863
2.0,0,2,51.922541
3.0,0,3,51.931146
26.0,0,26,51.973984
3.0,0,3,51.980099
3.0,0,3,51.986409
5.0,0,5,52.000585
4.0,0,4,52.01086
4.0,0,4,52.020786
4.0,0,4,52.028703
6.0,0,6,52.041281
3.0,0,3,52.047099
3.0,0,3,52.052895
2.0,0,2,52.057744
2.0,0,2,52.063777
2.0,0,2,52.068514
2.0,0,2,52.073364
3.0,0,3,52.079612
27.0,0,27,52.130677
16.0,0,16,52.160378
8.0,0,8,52.176395
6.0,0,6,52.189548
4.0,0,4,52.201221
3.0,0,3,52.20861
4.0,0,4,52.218176
9.0,0,9,52.236126
11.0,0,11,52.25697
2.0,0,2,52.261375
4.0,0,4,52.269214
4.0,0,4,52.277701
26.0,0,26,52.326791
3.0,0,3,52.334734
3.0,0,3,52.3425
5.0,0,5,52.350807
2.0,0,2,52.354567
41.0,0,41,52.425936
2.0,0,2,52.431258
3.0,0,3,52.438552
3.0,0,3,52.44416
14.0,0,14,52.470438
2.0,0,2,52.474986
3.0,0,3,52.481216
67.0,4,67,53.134219
2.0,0,2,53.139572
28.0,0,28,53.189714
11.0,0,11,53.211225
3.0,0,3,53.222157
7.0,0,7,53.23787
3.0,0,3,53.246631
7.0,0,7,53.264146
36.0,2,36,53.332394
2.0,0,2,53.33806
11.0,0,11,53.360303
5.0,0,5,53.368869
4.0,0,4,53.377167
2.0,0,2,53.384649
42.0,3,42,53.46967
3.0,0,3,53.475578
72.0,2,72,53.611496
2.0,0,2,53.616284
15.0,0,15,53.651751
4.0,0,4,53.661251
3.0,0,3,53.667503
72.0,0,72,53.797645
3.0,0,3,53.804774
2.0,0,2,53.808609
8.0,0,8,53.822902
2.0,0,2,53.827173
11.0,0,11,53.851678
3.0,0,3,53.859115
3.0,0,3,53.864888
102.0,8,102,54.058235
8.0,0,8,54.074947
14.0,0,14,54.113105
2.0,0,2,54.121578
5.0,0,5,54.132326
14.0,0,14,54.173318
4.0,0,4,54.188793
3.0,0,3,54.197811
3.0,0,3,54.210643
4.0,0,4,54.219666
2.0,0,2,54.224444
3.0,0,3,54.230409
25.0,0,25,54.274287
3.0,0,3,54.279089
3.0,0,3,54.287303
3.0,0,3,54.292832
3.0,0,3,54.298768
47.0,0,47,54.373541
4.0,0,4,54.386251
3.0,0,3,54.39518
4.0,0,4,54.404956
10.0,0,10,54.423412
13.0,0,13,54.450031
3.0,0,3,54.458371
54.0,0,54,54.560912
9.0,0,9,54.579907
10.0,0,10,54.604842
2.0,0,2,54.609704
3.0,0,3,54.616704
2.0,0,2,54.621711
2.0,0,2,54.626454
13.0,0,13,54.650919
3.0,0,3,54.656197
8.0,0,8,54.669367
14.0,0,14,54.701746
139.0,0,139,54.964467
3.0,0,3,54.970681
5.0,0,5,54.980268
82.0,3,82,55.887255
10.0,0,10,55.909869
2.0,0,2,55.913879
49.0,5,49,56.024321
47.0,3,47,56.119955
3.0,0,3,56.127408
7.0,0,7,56.141477
21.0,0,21,56.183536
44.0,5,44,56.276742
3.0,0,3,56.283749
9.0,0,9,56.301739
33.0,0,33,56.369775
2.0,0,2,56.376146
3.0,0,3,56.382587
8.0,0,8,56.399002
2.0,0,2,56.404446
8.0,0,8,56.422684
2.0,0,2,56.428073
3.0,0,3,56.434037
3.0,0,3,56.441537
3.0,0,3,56.449827
69.0,0,69,56.582527
60.0,3,60,56.714358
3.0,0,3,56.722451
35.0,2,35,56.805863
3.0,0,3,56.813885
2.0,0,2,56.81916
3.0,0,3,56.827918
4.0,0,4,56.838085
6.0,0,6,56.852853
4.0,0,4,56.863573
9.0,0,9,56.8847
20.0,0,20,56.92629
3.0,0,3,56.934529
4.0,0,4,56.94545
13.0,0,13,56.972142
2.0,0,2,56.976943
2.0,0,2,56.98154
3.0,0,3,56.98861
142.0,3,142,57.324897
3.0,0,3,57.335108
3.0,0,3,57.344814
45.0,2,45,57.432471
3.0,0,3,57.441327
2.0,0,2,57.446461
2.0,0,2,57.452159
3.0,0,3,57.459559
3.0,0,3,57.468693
42.0,2,42,57.565097
2.0,0,2,57.570905
6.0,0,6,57.584788
33.0,0,33,57.656173
2.0,0,2,57.6617
48.0,0,48,57.772383
3.0,0,3,57.780854
21.0,0,21,57.828335
2.0,0,2,57.834221
3.0,0,3,57.841922
5.0,0,5,57.855965
23.0,0,23,57.904837
15.0,0,15,57.935099
6.0,0,6,57.949173
72.0,4,72,58.670209
11.0,0,11,58.693742
183.0,12,183,59.082907
2.0,0,2,59.088829
3.0,0,3,59.0958
7.0,0,7,59.111837
64.0,6,64,59.240033
11.0,0,11,59.265918
10.0,0,10,59.289257
1000.0,0,1000,61.857332
63.0,3,63,61.983335
3.0,0,3,61.991184
3.0,0,3,61.99736
2.0,0,2,62.004284
5.0,0,5,62.016618
3.0,0,3,62.023138
2.0,0,2,62.028279
9.0,0,9,62.043584
7.0,0,7,62.059449
3.0,0,3,62.066767
11.0,0,11,62.091811
3.0,0,3,62.100605
2.0,0,2,62.10483
8.0,0,8,62.121121
3.0,0,3,62.12838
8.0,0,8,62.144337
10.0,0,10,62.162027
3.0,0,3,62.168189
2.0,0,2,62.172463
3.0,0,3,62.178447
4.0,0,4,62.186285
3.0,0,3,62.193635
7.0,0,7,62.210393
3.0,0,3,62.2168
4.0,0,4,62.225924
7.0,0,7,62.240948
9.0,0,9,62.263149
3.0,0,3,62.269833
2.0,0,2,62.273902
4.0,0,4,62.282257
11.0,0,11,62.301068
7.0,0,7,62.321149
3.0,0,3,62.328259
3.0,0,3,62.335007
3.0,0,3,62.342998
32.0,0,32,62.401943
86.0,3,86,62.569722
2.0,0,2,62.574154
4.0,0,4,62.581736
4.0,0,4,62.588843
43.0,3,43,62.678278
4.0,0,4,62.685992
32.0,0,32,62.755406
3.0,0,3,62.762032
9.0,0,9,62.780652
5.0,0,5,62.790317
3.0,0,3,62.797221
3.0,0,3,62.803576
7.0,0,7,62.817611
5.0,0,5,62.832024
7.0,0,7,62.84958
3.0,0,3,62.855867
41.0,3,41,62.925989
12.0,0,12,62.951072
2.0,0,2,62.957606
3.0,0,3,62.964634
2.0,0,2,62.970206
2.0,0,2,62.974807
67.0,2,67,63.10542
67.0,4,67,63.230976
1000.0,0,1000,65.692861
6.0,0,6,65.708375
3.0,0,3,65.715499
7.0,0,7,65.731351
3.0,0,3,65.739506
3.0,0,3,65.748534
3.0,0,3,65.756157
3.0,0,3,65.764368
9.0,0,9,66.354245
3.0,0,3,66.36205
39.0,0,39,66.446071
39.0,3,39,66.531048
3.0,0,3,66.539347
47.0,0,47,66.637502
3.0,0,3,66.645767
3.0,0,3,66.65336
9.0,0,9,66.672471
3.0,0,3,66.679323
73.0,3,73,66.821098
2.0,0,2,66.826334
8.0,0,8,66.842683
3.0,0,3,66.849488
6.0,0,6,66.865494
3.0,0,3,66.874334
73.0,2,73,67.06788
47.0,2,47,67.197782
45.0,2,45,67.284528
2.0,0,2,67.289701
3.0,0,3,67.29669
10.0,0,10,67.316439
6.0,0,6,67.329165
20.0,0,20,67.370064
3.0,0,3,67.376202
3.0,0,3,67.382565
3.0,0,3,67.389864
3.0,0,3,67.396268
3.0,0,3,67.402226
4.0,0,4,67.410633
2.0,0,2,67.416895
17.0,0,17,67.454717
41.0,0,41,67.538644
10.0,0,10,67.561707
3.0,0,3,67.569744
3.0,0,3,67.576363
3.0,0,3,67.583606
2.0,0,2,67.587818
11.0,0,11,67.611256
5.0,0,5,67.621882
51.0,0,51,67.722748
2.0,0,2,67.728379
50.0,6,50,67.838378
2.0,0,2,67.844355
3.0,0,3,67.852471
48.0,4,48,67.947464
3.0,0,3,67.955888
3.0,0,3,67.962722
46.0,4,46,68.068736
34.0,4,34,68.145476
3.0,0,3,68.15278
11.0,0,11,68.178736
2.0,0,2,68.18488
14.0,0,14,68.220961
7.0,0,7,68.239201
8.0,0,8,68.259442
3.0,0,3,68.266694
2.0,0,2,68.272756
3.0,0,3,68.281421
4.0,0,4,68.291863
55.0,2,55,68.420838
2.0,0,2,68.426067
45.0,0,45,68.520104
2.0,0,2,68.527108
20.0,0,20,68.572419
3.0,0,3,69.239071
8.0,0,8,69.268183
12.0,0,12,69.317799
6.0,0,6,69.349433
3.0,0,3,69.360949
2.0,0,2,69.366984
2.0,0,2,69.372157
36.0,0,36,69.491285
3.0,0,3,69.497106
61.0,2,61,69.5959
2.0,0,2,69.600263
35.0,1,35,69.667662
3.0,0,3,69.674701
3.0,0,3,69.681252
36.0,0,36,69.746589
5.0,0,5,69.759184
5.0,0,5,69.768586
3.0,0,3,69.775051
2.0,0,2,69.779879
98.0,6,98,69.979358
8.0,0,8,70.009448
13.0,0,13,70.04466
2.0,0,2,70.053517
2.0,0,2,70.062487
3.0,0,3,70.069858
123.0,19,123,70.282724
3.0,0,3,70.288342
3.0,0,3,70.294273
2.0,0,2,70.299324
4.0,0,4,70.306101
4.0,0,4,70.313313
2.0,0,2,70.317896
5.0,0,5,70.327462
3.0,0,3,70.33211
3.0,0,3,70.33661
3.0,0,3,70.34143
13.0,0,13,70.362397
3.0,0,3,70.371846
3.0,0,3,70.376493
12.0,0,12,70.402298
7.0,0,7,70.413046
3.0,0,3,70.417489
65.0,0,65,70.538967
3.0,0,3,70.5456
3.0,0,3,70.551645
2.0,0,2,70.556109
3.0,0,3,70.564561
30.0,0,30,70.618932
3.0,0,3,70.624585
3.0,0,3,70.631469
2.0,0,2,70.63555
11.0,0,11,70.654426
32.0,2,32,70.722747
2.0,0,2,70.726836
3.0,0,3,70.732267
3.0,0,3,70.737635
2.0,0,2,70.741521
7.0,0,7,70.75412
3.0,0,3,70.76071
3.0,0,3,70.767665
3.0,0,3,70.773652
2.0,0,2,70.778118
3.0,0,3,70.787642
5.0,0,5,70.799886
2.0,0,2,70.804735
12.0,0,12,70.82952
148.0,0,148,71.117368
3.0,0,3,71.124765
3.0,0,3,71.131935
2.0,0,2,71.137142
2.0,0,2,71.142226
49.0,0,49,71.237615
13.0,0,13,71.257498
4.0,0,4,71.266787
2.0,0,2,71.272367
251.0,3,251,72.288827
9.0,0,9,72.304181
10.0,0,10,72.321983
7.0,0,7,72.337301
2.0,0,2,72.342195
3.0,0,3,72.347432
6.0,0,6,72.35969
3.0,0,3,72.365123
5.0,0,5,72.375646
119.0,13,119,72.614356
3.0,0,3,72.620578
58.0,8,58,72.734492
3.0,0,3,72.74056
3.0,0,3,72.746908
2.0,0,2,72.751689
13.0,0,13,72.779708
3.0,0,3,72.790072
3.0,0,3,72.799459
6.0,0,6,72.811541
2.0,0,2,72.815998
3.0,0,3,72.822413
163.0,11,163,73.130828
23.0,0,23,73.173372
5.0,0,5,73.183338
5.0,0,5,73.198512
6.0,0,6,73.212569
3.0,0,3,73.219016
3.0,0,3,73.226533
3.0,0,3,73.234241
2.0,0,2,73.239297
22.0,0,22,73.290331
3.0,0,3,73.29764
2.0,0,2,73.30244
2.0,0,2,73.306391
2.0,0,2,73.310425
2.0,0,2,73.314191
29.0,0,29,73.370948
4.0,0,4,73.380992
8.0,0,8,73.397926
4.0,0,4,73.407462
3.0,0,3,73.415086
32.0,0,32,73.512108
3.0,0,3,73.523633
3.0,0,3,73.544549
3.0,0,3,73.550509
3.0,0,3,73.557667
23.0,0,23,73.592038
41.0,0,41,73.673266
50.0,0,50,73.770696
3.0,0,3,73.777092
40.0,1,40,73.855284
4.0,0,4,73.863832
51.0,2,51,74.496776
3.0,0,3,74.503819
6.0,0,6,74.514832
10.0,0,10,74.537159
11.0,0,11,74.559446
4.0,0,4,74.568192
3.0,0,3,74.574022
2.0,0,2,74.578875
8.0,0,8,74.593578
28.0,0,28,74.659468
3.0,0,3,74.666945
3.0,0,3,74.676677
2.0,0,2,74.682328
